#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
NL|G431|53.231853|7.079074|2.0|Finsterwolde (niveau 1)|2015-06-25T00:00:00|
NL|G432|53.231853|7.079074|2.0|Finsterwolde (niveau 2)|2015-06-25T00:00:00|
NL|G433|53.231853|7.079074|2.0|Finsterwolde (niveau 3)|2015-06-25T00:00:00|
NL|G434|53.231853|7.079074|2.0|Finsterwolde (niveau 4)|2015-06-25T00:00:00|
NL|G440|53.204193|6.683958|2.0|Harkstede (niveau 0)|2015-02-11T00:00:00|
NL|G441|53.204193|6.683958|2.0|Harkstede (niveau 1)|2015-02-11T00:00:00|
NL|G442|53.204193|6.683958|2.0|Harkstede (niveau 2)|2015-02-11T00:00:00|
NL|G443|53.204193|6.683958|2.0|Harkstede (niveau 3)|2015-02-11T00:00:00|
NL|G444|53.204193|6.683958|2.0|Harkstede (niveau 4)|2015-02-11T00:00:00|
NL|G450|53.199535|6.764478|2.0|Ruiten (niveau 0)|2014-10-23T00:00:00|
NL|G451|53.199535|6.764478|2.0|Ruiten (niveau 1)|2014-10-23T00:00:00|
NL|G452|53.199535|6.764478|2.0|Ruiten (niveau 2)|2014-10-23T00:00:00|
NL|G453|53.199535|6.764478|2.0|Ruiten (niveau 3)|2014-10-23T00:00:00|
NL|G454|53.199535|6.764478|2.0|Ruiten (niveau 4)|2014-10-23T00:00:00|
NL|G460|53.19783|6.849796|2.0|Noordbroek (niveau 0)|2014-10-31T00:00:00|
NL|G461|53.19783|6.849796|2.0|Noordbroek (niveau 1)|2014-10-31T00:00:00|
NL|G462|53.19783|6.849796|2.0|Noordbroek (niveau 2)|2014-10-31T00:00:00|
NL|G463|53.19783|6.849796|2.0|Noordbroek (niveau 3)|2014-10-31T00:00:00|
NL|G464|53.19783|6.849796|2.0|Noordbroek (niveau 4)|2014-10-31T00:00:00|
NL|G470|53.19635|6.941322|2.0|Nieuw Scheemda (niveau 0)|2016-03-28T00:00:00|
NL|G471|53.19635|6.941322|2.0|Nieuw Scheemda (niveau 1)|2016-03-28T00:00:00|
NL|G472|53.19635|6.941322|2.0|Nieuw Scheemda (niveau 2)|2016-03-28T00:00:00|
NL|G473|53.19635|6.941322|2.0|Nieuw Scheemda (niveau 3)|2016-03-28T00:00:00|
NL|G474|53.19635|6.941322|2.0|Nieuw Scheemda (niveau 4)|2016-03-28T00:00:00|
NL|G480|53.19726|7.028954|2.0|Midwolda (niveau 0)|2016-06-21T00:00:00|
NL|G481|53.19726|7.028954|2.0|Midwolda (niveau 1)|2016-06-21T00:00:00|
NL|G482|53.19726|7.028954|2.0|Midwolda (niveau 2)|2016-06-21T00:00:00|
NL|G483|53.19726|7.028954|2.0|Midwolda (niveau 3)|2016-06-21T00:00:00|
NL|G484|53.19726|7.028954|2.0|Midwolda (niveau 4)|2016-06-21T00:00:00|
NL|G490|53.17647|6.730598|2.0|Kolham (niveau 0)|2014-10-23T00:00:00|
NL|G491|53.17647|6.730598|2.0|Kolham (niveau 1)|2014-10-23T00:00:00|
NL|G492|53.17647|6.730598|2.0|Kolham (niveau 2)|2014-10-23T00:00:00|
NL|G493|53.17647|6.730598|2.0|Kolham (niveau 3)|2014-10-23T00:00:00|
NL|G494|53.17647|6.730598|2.0|Kolham (niveau 4)|2014-10-23T00:00:00|
NL|G500|53.174526|6.809343|2.0|Sappemeer (niveau 0)|2015-08-28T00:00:00|
NL|G501|53.174526|6.809343|2.0|Sappemeer (niveau 1)|2015-08-28T00:00:00|
NL|G502|53.174526|6.809343|2.0|Sappemeer (niveau 2)|2015-08-28T00:00:00|
NL|G503|53.174526|6.809343|2.0|Sappemeer (niveau 3)|2015-08-28T00:00:00|
NL|G504|53.174526|6.809343|2.0|Sappemeer (niveau 4)|2015-08-28T00:00:00|
NL|G510|53.1732|6.88481|2.0|Zuidbroek (niveau 0)|2015-02-11T00:00:00|
NL|G511|53.1732|6.88481|2.0|Zuidbroek (niveau 1)|2015-02-11T00:00:00|
NL|G512|53.1732|6.88481|2.0|Zuidbroek (niveau 2)|2015-02-11T00:00:00|
NL|G513|53.1732|6.88481|2.0|Zuidbroek (niveau 3)|2015-02-11T00:00:00|
NL|G514|53.1732|6.88481|2.0|Zuidbroek (niveau 4)|2015-02-11T00:00:00|
NL|G520|53.16989|6.983663|2.0|Scheemda (niveau 0)|2015-02-12T00:00:00|
NL|G521|53.16989|6.983663|2.0|Scheemda (niveau 1)|2015-02-12T00:00:00|
NL|G522|53.16989|6.983663|2.0|Scheemda (niveau 2)|2015-02-12T00:00:00|
NL|G523|53.16989|6.983663|2.0|Scheemda (niveau 3)|2015-02-12T00:00:00|
NL|G524|53.16989|6.983663|2.0|Scheemda (niveau 4)|2015-02-12T00:00:00|
NL|G530|53.167362|7.08012|2.0|Beerta (niveau 0)|2015-10-29T00:00:00|
NL|G531|53.167362|7.08012|2.0|Beerta (niveau 1)|2015-10-29T00:00:00|
NL|G532|53.167362|7.08012|2.0|Beerta (niveau 2)|2015-10-29T00:00:00|
NL|G533|53.167362|7.08012|2.0|Beerta (niveau 3)|2015-10-29T00:00:00|
NL|G534|53.167362|7.08012|2.0|Beerta (niveau 4)|2015-10-29T00:00:00|
NL|G540|53.124283|6.757957|2.0|Kielwinde (niveau 0)|2015-09-15T00:00:00|
NL|G541|53.124283|6.757957|2.0|Kielwinde (niveau 1)|2015-09-15T00:00:00|
NL|G542|53.124283|6.757957|2.0|Kielwinde (niveau 2)|2015-09-15T00:00:00|
NL|G543|53.124283|6.757957|2.0|Kielwinde (niveau 3)|2015-09-15T00:00:00|
NL|G544|53.124283|6.757957|2.0|Kielwinde (niveau 4)|2015-09-15T00:00:00|
NL|G550|53.143345|6.846056|2.0|Muntendam (niveau 0)|2015-02-12T00:00:00|
NL|G551|53.143345|6.846056|2.0|Muntendam (niveau 1)|2015-02-12T00:00:00|
NL|G552|53.143345|6.846056|2.0|Muntendam (niveau 2)|2015-02-12T00:00:00|
NL|G553|53.143345|6.846056|2.0|Muntendam (niveau 3)|2015-02-12T00:00:00|
NL|G554|53.143345|6.846056|2.0|Muntendam (niveau 4)|2015-02-12T00:00:00|
NL|G560|53.14844|6.930871|2.0|Meeden (niveau 0)|2015-02-12T00:00:00|
NL|G561|53.14844|6.930871|2.0|Meeden (niveau 1)|2015-02-12T00:00:00|
NL|G562|53.14844|6.930871|2.0|Meeden (niveau 2)|2015-02-12T00:00:00|
NL|G563|53.14844|6.930871|2.0|Meeden (niveau 3)|2015-02-12T00:00:00|
NL|G564|53.14844|6.930871|2.0|Meeden (niveau 4)|2015-02-12T00:00:00|
NL|G570|53.13513|7.022222|2.0|Winschoten (niveau 0)|2015-02-12T00:00:00|
NL|G571|53.13513|7.022222|2.0|Winschoten (niveau 1)|2015-02-12T00:00:00|
NL|G572|53.13513|7.022222|2.0|Winschoten (niveau 2)|2015-02-12T00:00:00|
NL|G573|53.13513|7.022222|2.0|Winschoten (niveau 3)|2015-02-12T00:00:00|
NL|G574|53.13513|7.022222|2.0|Winschoten (niveau 4)|2015-02-12T00:00:00|
NL|G580|53.110264|6.907052|2.0|Veendam (niveau 0)|2015-06-30T00:00:00|
NL|G581|53.110264|6.907052|2.0|Veendam (niveau 1)|2015-06-30T00:00:00|
NL|G582|53.110264|6.907052|2.0|Veendam (niveau 2)|2015-06-30T00:00:00|
NL|G583|53.110264|6.907052|2.0|Veendam (niveau 3)|2015-06-30T00:00:00|
NL|G584|53.110264|6.907052|2.0|Veendam (niveau 4)|2015-06-30T00:00:00|
NL|G590|53.116028|6.987698|2.0|Oude Pekelaar (niveau 0)|2015-12-04T00:00:00|
NL|G591|53.116028|6.987698|2.0|Oude Pekelaar (niveau 1)|2015-12-04T00:00:00|
NL|G592|53.116028|6.987698|2.0|Oude Pekelaar (niveau 2)|2015-12-04T00:00:00|
NL|G593|53.116028|6.987698|2.0|Oude Pekelaar (niveau 3)|2015-12-04T00:00:00|
NL|G594|53.116028|6.987698|2.0|Oude Pekelaar (niveau 4)|2015-12-04T00:00:00|
NL|G600|53.297935|7.075193|2.0|Ter Munten (niveau 0)|2015-08-28T00:00:00|
NL|G601|53.297935|7.075193|2.0|Ter Munten (niveau 1)|2015-08-28T00:00:00|
NL|G602|53.297935|7.075193|2.0|Ter Munten (niveau 2)|2015-08-28T00:00:00|
NL|G603|53.297935|7.075193|2.0|Ter Munten (niveau 3)|2015-08-28T00:00:00|
NL|G604|53.297935|7.075193|2.0|Ter Munten (niveau 4)|2015-08-28T00:00:00|
NL|G610|53.381855|6.681333|2.0|Zandeweer (niveau 0)|2015-11-27T00:00:00|
NL|G611|53.381855|6.681333|2.0|Zandeweer (niveau 1)|2015-11-27T00:00:00|
NL|G612|53.381855|6.681333|2.0|Zandeweer (niveau 2)|2015-11-27T00:00:00|
NL|G613|53.381855|6.681333|2.0|Zandeweer (niveau 3)|2015-11-27T00:00:00|
NL|G614|53.381855|6.681333|2.0|Zandeweer (niveau 4)|2015-11-27T00:00:00|
NL|G620|53.38698|6.841949|2.0|Spijk (niveau 0)|2015-09-08T00:00:00|
NL|G621|53.38698|6.841949|2.0|Spijk (niveau 1)|2015-09-08T00:00:00|
NL|G622|53.38698|6.841949|2.0|Spijk (niveau 2)|2015-09-08T00:00:00|
NL|G623|53.38698|6.841949|2.0|Spijk (niveau 3)|2015-09-08T00:00:00|
NL|G624|53.38698|6.841949|2.0|Spijk (niveau 4)|2015-09-08T00:00:00|
NL|G630|53.33143|6.910878|2.0|Delfzijl (niveau 0)|2015-09-15T00:00:00|
NL|G631|53.33143|6.910878|2.0|Delfzijl (niveau 1)|2015-09-15T00:00:00|
NL|G632|53.33143|6.910878|2.0|Delfzijl (niveau 2)|2015-09-15T00:00:00|
NL|G633|53.33143|6.910878|2.0|Delfzijl (niveau 3)|2015-09-15T00:00:00|
NL|G634|53.33143|6.910878|2.0|Delfzijl (niveau 4)|2015-09-15T00:00:00|
NL|G640|53.220726|7.038012|2.0|Oostwold (niveau 0)|2015-09-15T00:00:00|
NL|G641|53.220726|7.038012|2.0|Oostwold (niveau 1)|2015-09-15T00:00:00|
NL|G642|53.220726|7.038012|2.0|Oostwold (niveau 2)|2015-09-15T00:00:00|
NL|G643|53.220726|7.038012|2.0|Oostwold (niveau 3)|2015-09-15T00:00:00|
NL|G644|53.220726|7.038012|2.0|Oostwold (niveau 4)|2015-09-15T00:00:00|
NL|G650|53.169216|6.95428|2.0|Scheemda (niveau 0)|2015-11-30T00:00:00|
NL|G651|53.169216|6.95428|2.0|Scheemda (niveau 1)|2015-11-30T00:00:00|
NL|G652|53.169216|6.95428|2.0|Scheemda (niveau 2)|2015-11-30T00:00:00|
NL|G653|53.169216|6.95428|2.0|Scheemda (niveau 3)|2015-11-30T00:00:00|
NL|G654|53.169216|6.95428|2.0|Scheemda (niveau 4)|2015-11-30T00:00:00|
NL|G660|53.179398|6.585236|2.0|Haren (niveau 0)|2015-11-27T00:00:00|
NL|G661|53.179398|6.585236|2.0|Haren (niveau 1)|2015-11-27T00:00:00|
NL|G662|53.179398|6.585236|2.0|Haren (niveau 2)|2015-11-27T00:00:00|
NL|G663|53.179398|6.585236|2.0|Haren (niveau 3)|2015-11-27T00:00:00|
NL|G664|53.179398|6.585236|2.0|Haren (niveau 4)|2015-11-27T00:00:00|
NL|G670|53.32134|6.822783|2.0|Appingedam (niveau 0)|2015-10-29T00:00:00|
NL|G671|53.32134|6.822783|2.0|Appingedam (niveau 1)|2015-10-29T00:00:00|
NL|G672|53.32134|6.822783|2.0|Appingedam (niveau 2)|2015-10-29T00:00:00|
NL|G673|53.32134|6.822783|2.0|Appingedam (niveau 3)|2015-10-29T00:00:00|
NL|G674|53.32134|6.822783|2.0|Appingedam (niveau 4)|2015-10-29T00:00:00|
NL|G680|53.235077|6.63466|2.0|Ruicherbrug (niveau 0)|2015-09-16T00:00:00|
NL|G681|53.235077|6.63466|2.0|Ruicherbrug (niveau 1)|2015-09-16T00:00:00|
NL|G682|53.235077|6.63466|2.0|Ruicherbrug (niveau 2)|2015-09-16T00:00:00|
NL|G683|53.235077|6.63466|2.0|Ruicherbrug (niveau 3)|2015-09-16T00:00:00|
NL|G684|53.235077|6.63466|2.0|Ruicherbrug (niveau 4)|2015-09-16T00:00:00|
NL|G690|53.212837|6.643776|2.0|Engelbert (niveau 0)|2015-10-22T00:00:00|
NL|G691|53.212837|6.643776|2.0|Engelbert (niveau 1)|2015-10-22T00:00:00|
NL|G692|53.212837|6.643776|2.0|Engelbert (niveau 2)|2015-10-22T00:00:00|
NL|G693|53.212837|6.643776|2.0|Engelbert (niveau 3)|2015-10-22T00:00:00|
NL|G694|53.212837|6.643776|2.0|Engelbert (niveau 4)|2015-10-22T00:00:00|
NL|G700|53.2385392|6.5367816|2.0|Groningen - Universiteitscomplex (niveau 0)|2016-04-28T00:00:00|
NL|G701|53.2385392|6.5367816|2.0|Groningen - Universiteitscomplex (niveau 1)|2016-04-28T00:00:00|
NL|G702|53.2385392|6.5367816|2.0|Groningen - Universiteitscomplex (niveau 2)|2016-04-28T00:00:00|
NL|G703|53.2385392|6.5367816|2.0|Groningen - Universiteitscomplex (niveau 3)|2016-04-28T00:00:00|
NL|G704|53.2385392|6.5367816|2.0|Groningen - Universiteitscomplex (niveau 4)|2016-04-28T00:00:00|
NL|G710|53.148299|6.650657|2.0|Onnen (niveau 0)|2017-12-04T00:00:00|
NL|G730|53.271889|6.430106|2.0|Den Ham (niveau 0)|2017-12-04T00:00:00|
NL|G740|53.304267|6.389409|2.0|Oldenhove (niveau 0)|2017-12-04T00:00:00|
NL|G750|53.307755|6.487526|2.0|Garnwerd (niveau 0)|2017-12-04T00:00:00|
NL|G760|53.350715|6.390067|2.0|Zuurdijk (niveau 0)|2017-12-04T00:00:00|
NL|G770|53.340286|6.330437|2.0|Niekerk (niveau 0)|2017-12-04T00:00:00|
NL|G780|53.364822|6.489397|2.0|Baflo (niveau 0)|2017-12-04T00:00:00|
NL|G790|53.383557|6.331927|2.0|Hornhuizen (niveau 0)|2017-12-04T00:00:00|
NL|G800|53.415374|6.487625|2.0|Westernieland (niveau 0)|2017-12-04T00:00:00|
NL|GUR1|51.1687|5.7846|30.0|Neeritter   n|2006-01-27T00:00:00|
NL|HGN|50.764|5.9317|135.0|HEIMANSGROEVE, NETHERLANDS|2001-06-06T00:00:00|
NL|HWF1|53.071|6.3512|7.0|Haulerwijk (Een) niveau 1|1995-06-02T00:00:00|
NL|HWF2|53.071|6.3512|7.0|Haulerwijk (Een) niveau 2|1995-06-02T00:00:00|
NL|HWF3|53.071|6.3512|7.0|Haulerwijk (Een) niveau 3|1995-06-02T00:00:00|
NL|HWF4|53.071|6.3512|7.0|Haulerwijk (Een) niveau 4|1995-06-02T00:00:00|
NL|IS103|52.91521|6.896464|-1.0|Exloerveen, The Netherlands|2011-10-19T00:00:00|
NL|IS106|52.873598|6.984754|-1.0|Valthermond, The Netherlands|2011-06-28T00:00:00|
NL|IS107|52.921273|7.096486|-2.0|Ter Wisch, The Netherlands|2012-11-14T00:00:00|
NL|IS205|52.857911|6.896994|-1.0|Valthe, The Netherlands|2011-06-09T00:00:00|
NL|IS206|52.811922|6.822437|0.0|Het Haantje, The Netherlands|2011-10-31T00:00:00|
NL|IS207|52.757875|6.972268|-1.0|Nieuw-Dordrecht, The Netherlands|2011-08-15T00:00:00|
NL|IS208|52.668713|6.917914|-1.0|Schonebeek, The Netherlands|2012-11-14T00:00:00|
NL|IS302|52.901047|6.848749|1.0|Exloo, The Netherlands|2011-06-09T00:00:00|
NL|IS306|52.889637|6.743629|1.0|Ellertshaar, The Netherlands|2011-06-09T00:00:00|
NL|IS307|52.80388|6.67971|1.0|Oldeveen, The Netherlands|2011-06-09T00:00:00|
NL|IS311|52.811785|6.394668|1.0|Dwingeloo, The Netherlands|2012-11-14T00:00:00|
NL|IS406|53.015064|6.755422|1.0|Gieten, The Netherlands|2011-08-17T00:00:00|
NL|IS411|53.035546|6.635628|1.0|Taarlo, The Netherlands|2012-11-14T00:00:00|
NL|IS412|52.914864|6.606554|1.0|Westerbork, The Netherlands|2011-08-09T00:00:00|
NL|IS503|52.945337|6.850156|1.0|Buinen, The Netherlands|2012-11-14T00:00:00|
NL|IS507|53.068744|7.007303|1.0|Alteveer, The Netherlands|2011-08-17T00:00:00|2015-10-09T00:00:00
NL|IS508|53.239546|6.953285|1.0|Nieuwolda, The Netherlands|2011-08-15T00:00:00|
NL|IS509|53.408419|6.784943|1.0|Roodeschool-Spijk, The Netherlands|2011-06-22T00:00:00|
NL|MAME|50.8|5.9727|154.0|Mamelis|2015-04-16T00:00:00|
NL|N010|53.11851|6.473259|2.0|Lieveren|2016-04-14T00:00:00|
NL|N011|53.11851|6.473259|2.0|Lieveren|2016-04-14T00:00:00|
NL|N012|53.11851|6.473259|2.0|Lieveren|2016-04-14T00:00:00|
NL|N013|53.11851|6.473259|2.0|Lieveren|2016-04-14T00:00:00|
NL|N014|53.11851|6.473259|2.0|Lieveren|2016-04-14T00:00:00|
NL|N020|53.071995|6.452966|2.0|Norg|2016-02-04T00:00:00|
NL|N021|53.071995|6.452966|2.0|Norg|2016-02-04T00:00:00|
NL|N022|53.071995|6.452966|2.0|Norg|2016-02-04T00:00:00|
NL|N023|53.071995|6.452966|2.0|Norg|2016-02-04T00:00:00|
NL|N024|53.071995|6.452966|2.0|Norg|2016-02-04T00:00:00|
NL|N030|53.11103|6.404509|2.0|Steenbergen|2016-02-04T00:00:00|
NL|N031|53.11103|6.404509|2.0|Steenbergen|2016-02-04T00:00:00|
NL|N032|53.11103|6.404509|2.0|Steenbergen|2016-02-04T00:00:00|
NL|N033|53.11103|6.404509|2.0|Steenbergen|2016-02-04T00:00:00|
NL|N034|53.11103|6.404509|2.0|Steenbergen|2016-02-04T00:00:00|
NL|NIW1|53.3548|6.043|-1.0|Niawier (Wetzens) niveau 1|2009-05-20T00:00:00|
NL|NIW2|53.3548|6.043|-1.0|Niawier (Wetzens) niveau 2|2009-05-20T00:00:00|
NL|NIW3|53.3548|6.043|-1.0|Niawier (Wetzens) niveau 3|2009-05-20T00:00:00|
NL|NIW4|53.3548|6.043|-1.0|Niawier (Wetzens) niveau 4|2009-05-20T00:00:00|
NL|OPLO|51.5888|5.8121|0.0|Oploo|1998-09-03T00:00:00|
NL|OTL1|52.6289|4.8227|1.0|Oterleek niveau 1|1995-04-21T00:00:00|
NL|OTL2|52.6289|4.8227|1.0|Oterleek niveau 2|1995-04-21T00:00:00|
NL|OTL3|52.6289|4.8227|1.0|Oterleek niveau 3|1995-04-21T00:00:00|
NL|OTL4|52.6289|4.8227|1.0|Oterleek niveau 4|1995-04-21T00:00:00|
NL|PPB1|52.6526|4.67|1.0|Philisteinsche Polder niveau 1|1995-02-10T00:00:00|
NL|PPB2|52.6526|4.67|1.0|Philisteinsche Polder niveau 2|1995-02-10T00:00:00|
NL|PPB3|52.6526|4.67|1.0|Philisteinsche Polder niveau 3|1995-02-10T00:00:00|
NL|PPB4|52.6526|4.67|1.0|Philisteinsche Polder niveau 4|1995-02-10T00:00:00|
NL|ROLD|50.86939|6.08469|145.0|Rolduc|2015-04-16T00:00:00|
NL|SL010|52.855091|4.868278|2.0|Anna Paulowna|2017-05-12T00:00:00|
NL|SL011|52.855091|4.868278|2.0|Anna Paulowna|2017-05-12T00:00:00|
NL|SL012|52.855091|4.868278|2.0|Anna Paulowna|2017-05-12T00:00:00|
NL|SL013|52.855091|4.868278|2.0|Anna Paulowna|2017-05-12T00:00:00|
NL|SL014|52.855091|4.868278|2.0|Anna Paulowna|2017-05-12T00:00:00|
NL|SPY1|53.4098|6.7838|1.0|Spijk (Roodeschool) niveau 1|2010-07-08T00:00:00|
NL|SPY2|53.4098|6.7838|1.0|Spijk (Roodeschool) niveau 2|2010-07-08T00:00:00|
NL|SPY3|53.4098|6.7838|1.0|Spijk (Roodeschool) niveau 3|2010-07-08T00:00:00|
NL|SPY4|53.4098|6.7838|1.0|Spijk (Roodeschool) niveau 4|2010-07-08T00:00:00|
NL|SUH1|53.2113|6.211|0.0|Surhuizum niveau 1|2009-08-26T00:00:00|
NL|SUH2|53.2113|6.211|0.0|Surhuizum niveau 2|2009-08-26T00:00:00|
NL|SUH3|53.2113|6.211|0.0|Surhuizum niveau 3|2009-08-26T00:00:00|
NL|SUH4|53.2113|6.211|0.0|Surhuizum niveau 4|2009-08-26T00:00:00|
NL|T010|52.464256|6.740072|2.0|Langeveen (niveau 0)|2015-12-08T00:00:00|
NL|T011|52.464256|6.740072|2.0|Langeveen (niveau 1)|2015-12-08T00:00:00|
NL|T012|52.464256|6.740072|2.0|Langeveen (niveau 2)|2015-12-08T00:00:00|
NL|T013|52.464256|6.740072|2.0|Langeveen (niveau 3)|2015-12-08T00:00:00|
NL|T014|52.464256|6.740072|2.0|Langeveen (niveau 4)|2015-12-08T00:00:00|
NL|T020|52.463356|6.978702|2.0|Breklenkamp (niveau 0)|2016-01-13T00:00:00|
NL|T021|52.463356|6.978702|2.0|Breklenkamp (niveau 1)|2016-01-13T00:00:00|
NL|T022|52.463356|6.978702|2.0|Breklenkamp (niveau 2)|2016-01-13T00:00:00|
NL|T023|52.463356|6.978702|2.0|Breklenkamp (niveau 3)|2016-01-13T00:00:00|
NL|T024|52.463356|6.978702|2.0|Breklenkamp (niveau 4)|2016-01-13T00:00:00|
NL|T030|52.42968|6.79178|2.0|Mander (niveau 0)|2015-12-08T00:00:00|
NL|T031|52.42968|6.79178|2.0|Mander (niveau 1)|2015-12-08T00:00:00|
NL|T032|52.42968|6.79178|2.0|Mander (niveau 2)|2015-12-08T00:00:00|
NL|T033|52.42968|6.79178|2.0|Mander (niveau 3)|2015-12-08T00:00:00|
NL|T034|52.42968|6.79178|2.0|Mander (niveau 4)|2015-12-08T00:00:00|
NL|T040|52.437466|6.89045|2.0|Hezingen (niveau 0)|2016-01-13T00:00:00|
NL|T041|52.437466|6.89045|2.0|Hezingen (niveau 1)|2016-01-13T00:00:00|
NL|T042|52.437466|6.89045|2.0|Hezingen (niveau 2)|2016-01-13T00:00:00|
NL|T043|52.437466|6.89045|2.0|Hezingen (niveau 3)|2016-01-13T00:00:00|
NL|T044|52.437466|6.89045|2.0|Hezingen (niveau 4)|2016-01-13T00:00:00|
NL|T050|52.380554|6.905661|2.0|Agelo (niveau 0)|2015-12-08T00:00:00|
NL|T051|52.380554|6.905661|2.0|Agelo (niveau 1)|2015-12-08T00:00:00|
NL|T052|52.380554|6.905661|2.0|Agelo (niveau 2)|2015-12-08T00:00:00|
NL|T053|52.380554|6.905661|2.0|Agelo (niveau 3)|2015-12-08T00:00:00|
NL|T054|52.380554|6.905661|2.0|Agelo (niveau 4)|2015-12-08T00:00:00|
NL|T060|52.343227|6.909716|2.0|Weerselo (niveau 0)|2016-02-04T00:00:00|
NL|T061|52.343227|6.909716|2.0|Weerselo (niveau 1)|2016-02-04T00:00:00|
NL|T062|52.343227|6.909716|2.0|Weerselo (niveau 2)|2016-02-04T00:00:00|
NL|T063|52.343227|6.909716|2.0|Weerselo (niveau 3)|2016-02-04T00:00:00|
NL|T064|52.343227|6.909716|2.0|Weerselo (niveau 4)|2016-02-04T00:00:00|
NL|T080|52.38933|6.996486|2.0|Denekamp (niveau 0)|2016-04-07T00:00:00|
NL|T081|52.38933|6.996486|2.0|Denekamp (niveau 1)|2016-04-07T00:00:00|
NL|T082|52.38933|6.996486|2.0|Denekamp (niveau 2)|2016-04-07T00:00:00|
NL|T083|52.38933|6.996486|2.0|Denekamp (niveau 3)|2016-04-07T00:00:00|
NL|T084|52.38933|6.996486|2.0|Denekamp (niveau 4)|2016-04-07T00:00:00|
NL|VBG1|52.544|6.6693|11.0|Venebrugge niveau 1|1995-04-28T00:00:00|
NL|VBG2|52.544|6.6693|11.0|Venebrugge niveau 2|1995-04-28T00:00:00|
NL|VBG3|52.544|6.6693|11.0|Venebrugge niveau 3|1995-04-28T00:00:00|
NL|VBG4|52.544|6.6693|11.0|Venebrugge niveau 4|1995-04-28T00:00:00|
NL|VEN2|51.4283|6.0937|25.0|Grubbenvorst|2012-05-08T00:00:00|
NL|VKB|50.8669|5.7847|90.0|Valkenburg, Netherlands|2011-06-01T12:00:00|
NL|VLW1|52.9682|7.0972|7.0|Vlagtwedde niveau 1|1995-05-23T00:00:00|
NL|VLW2|52.9682|7.0972|7.0|Vlagtwedde niveau 2|1995-05-23T00:00:00|
NL|VLW3|52.9682|7.0972|7.0|Vlagtwedde niveau 3|1995-05-23T00:00:00|
NL|VLW4|52.9682|7.0972|7.0|Vlagtwedde niveau 4|1995-05-23T00:00:00|
NL|WDB1|53.2083|6.7355|-2.0|Woudbloem niveau 1|1995-04-12T00:00:00|
NL|WDB2|53.2083|6.7355|-2.0|Woudbloem niveau 2|1995-04-12T00:00:00|
NL|WDB3|53.2083|6.7355|-2.0|Woudbloem niveau 3|1995-04-12T00:00:00|
NL|WDB4|53.2083|6.7355|-2.0|Woudbloem niveau 4|1995-04-12T00:00:00|
NL|WIT|52.8135|6.6695|17.0|WIT  |1993-11-16T00:00:00|2013-12-01T00:00:00
NL|WMH1|52.7096|4.7498|-1.0|Warmenhuizen niveau 1|1995-04-21T00:00:00|
NL|WMH2|52.7096|4.7498|-1.0|Warmenhuizen niveau 2|1995-04-21T00:00:00|
NL|WMH3|52.7096|4.7498|-1.0|Warmenhuizen niveau 3|1995-04-21T00:00:00|
NL|WMH4|52.7096|4.7498|-1.0|Warmenhuizen niveau 4|1995-04-21T00:00:00|
NL|WTSB|51.9663|6.7989|43.0|Winterswijk, The Netherlands|2000-02-21T00:00:00|
NL|WYN1|53.1995|5.4578|0.0|Wijnaldum niveau 1|2010-03-03T00:00:00|
NL|WYN2|53.1995|5.4578|0.0|Wijnaldum niveau 2|2010-03-03T00:00:00|
NL|WYN3|53.1995|5.4578|0.0|Wijnaldum niveau 3|2010-03-03T00:00:00|
NL|WYN4|53.1995|5.4578|0.0|Wijnaldum niveau 4|2010-03-03T00:00:00|
NL|ZL21|53.0921|6.7533|2.0|Zuidlaarderveen 2 niveau 1|1995-04-12T00:00:00|
NL|ZL22|53.0921|6.7533|2.0|Zuidlaarderveen 2 niveau 2|1995-04-12T00:00:00|
NL|ZL23|53.0921|6.7533|2.0|Zuidlaarderveen 2 niveau 3|1995-04-12T00:00:00|
NL|ZL24|53.0921|6.7533|2.0|Zuidlaarderveen 2 niveau 4|1995-04-12T00:00:00|
NL|ZLV1|53.0921|6.7533|2.0|Zuidlaarderveen 1 niveau 1|1995-04-12T00:00:00|
NL|ZLV2|53.0921|6.7533|2.0|Zuidlaarderveen 1 niveau 2|1995-04-12T00:00:00|
NL|ZLV3|53.0921|6.7533|2.0|Zuidlaarderveen 1 niveau 3|1995-04-12T00:00:00|
NL|ZLV4|53.0921|6.7533|2.0|Zuidlaarderveen 1 niveau 4|1995-04-12T00:00:00|
NL|ZLV5|53.0921|6.7533|2.0|Zuidlaarderveen 1 oppervlaktesensor|1995-04-12T00:00:00|2016-06-15T11:00:00
NL|ZWE1|53.1885|5.6045|0.0|Zweins niveau 1|2010-03-24T00:00:00|
NL|ZWE2|53.1885|5.6045|0.0|Zweins niveau 2|2010-03-24T00:00:00|
NL|ZWE3|53.1885|5.6045|0.0|Zweins niveau 3|2010-03-24T00:00:00|
NL|ZWE4|53.1885|5.6045|0.0|Zweins niveau 4|2010-03-24T00:00:00|
NR|NE011|52.100298|5.814481|15.0|Otterloo|1970-01-01T00:00:00|
NR|NE017|53.213402|7.119599|0.0|Finsterwolde|2010-03-04T00:00:00|2012-10-04T00:00:00
NR|NE018|52.968219|7.097177|0.0|Vlagtwedde|1970-01-01T00:00:00|
NR|NE05|52.088|5.172|2.0|UTRECHT, NETHERLANDS|2002-04-01T00:00:00|
